Fin,St,#,Driver,Sponsor / Owner,Car,Laps,Money,Status,Led,Pts,race_name,date,year,track,laps,track_len,caution_cnt,caution_laps,race_dur,avg_speed,pole_speed,margin,lead_changes,PPts
35,23,1,   Landon Cassill ,Flex Seal   (Johnny Davis),Chevrolet,190,"22,084",engine,0,9,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
36,32,39,   Ryan Sieg ,Huntinator / SmartCellFundraising.com   (Rod Sieg),Chevrolet,179,"20,645",suspension,0,8,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
37,16,98,   Corey LaJoie ,Medallion Financial   (Fred Biagi),Ford,116,"20,575",crash,0,0,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
38,36,40,   Matt DiBenedetto ,The Motorsports Group   (Curtis Key),Chevrolet,57,"20,540",transmission,0,6,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
39,38,52,   Joey Gase ,finddieselengines.com   (Jimmy Means),Chevrolet,54,"20,250",engine,0,5,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
40,34,91,   Jeff Green ,Heroes Behind the Camo / SupportMilitary.org   (Mark Smith),Toyota,3,"14,215",vibration,0,4,2014_Ford_EcoBoost_300,2014-11-15,2014,Homestead-Miami Speedway,200,1.5,11,48,2.6766666666666663,115.442,166.384,0.713,16,
1,8,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,120,"129,002",running,14,47,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
2,10,60,   Chris Buescher ,Cheez-It   (Jack Roush),Ford,120,"95,035",running,12,43,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
3,34,3,   Ty Dillon ,Bass Pro Shops / Tracker Boats   (Richard Childress),Chevrolet,120,"82,916",running,16,42,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
4,1,33,   Austin Dillon ,Rheem   (Richard Childress),Chevrolet,120,"74,735",running,1,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
5,14,22,   Brad Keselowski ,Discount Tire   (Roger Penske),Ford,120,"64,245",running,13,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
6,18,44,   David Starr ,Zachry   (Mark Smith),Toyota,120,"67,726",running,0,38,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
7,5,98,   Aric Almirola ,Fresh From Florida   (Fred Biagi),Ford,120,"57,820",running,0,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
8,27,42,   Kyle Larson ,"ENEOS   (Harry Scott, Jr.)",Chevrolet,120,"60,145",running,4,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
9,21,4,   Ross Chastain ,Flex Shot   (Johnny Davis),Chevrolet,120,"61,701",running,0,35,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
10,40,88,"   Dale Earnhardt, Jr. ",TaxSlayer.com   (JR Motorsports),Chevrolet,119,"55,445",running,0,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
11,7,43,   Dakoda Armstrong ,WinField   (Richard Petty Motorsports),Ford,119,"59,651",running,0,33,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
12,28,6,   Bubba Wallace ,Ford EcoBoost   (Jack Roush),Ford,119,"60,276",running,18,33,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
13,31,26,   Mike Wallace ,JGL Racing   (James Whitener),Toyota,119,"52,595",running,0,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
14,23,51,   Jeremy Clements ,beauandluci.tv / BRT Extrusions   (Jeremy Clements),Chevrolet,118,"58,476",running,0,30,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
15,37,90,   Mario Gosselin ,ESPDirect.ca / CrashClaimsR.us   (Mario Gosselin),Chevrolet,118,"58,776",running,0,29,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
16,13,55,   Jeffrey Earnhardt ,Fronius USA   (Jimmy Dick),Chevrolet,118,"57,876",running,0,28,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
17,25,24,   Eric McClure ,Reynolds Wrap   (James Whitener),Toyota,116,"57,626",running,0,27,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
18,6,20,   Erik Jones ,GameStop / Rock Candy   (Joe Gibbs),Toyota,116,"57,501",running,0,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
19,11,1,   Elliott Sadler ,OneMain Financial   (Jack Roush),Ford,116,"57,351",running,0,25,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
20,38,8,   Blake Koch ,Leaf Filter Gutter Protection   (Mark Smith),Toyota,115,"57,726",running,0,24,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
21,20,13,   Chris Cockrum ,Advanced Communications Group   (Derek White),Chevrolet,115,"57,101",running,0,23,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
22,33,40,   Derek White ,Braille Battery / Grafoid   (Derek White),Dodge,115,"50,765",running,0,22,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
23,24,97,   Josh Reaume ,Obaika Racing   (Victor Obaika),Chevrolet,115,"50,590",running,0,21,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
24,19,74,   Mike Harmon ,Mike Harmon Racing   (Mike Harmon),Dodge,114,"56,671",running,0,20,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
25,15,2,   Brian Scott ,Shore Lodge   (Richard Childress),Chevrolet,112,"56,671",crash,0,19,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
26,32,54,   Kyle Busch ,Monster Energy   (Joe Gibbs),Toyota,111,"52,690",crash,27,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
27,9,28,   J.J. Yeley ,Texas 28 Spirits Stage   (James Whitener),Toyota,111,"56,296",crash,0,17,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
28,35,9,   Chase Elliott ,NAPA Auto Parts   (JR Motorsports),Chevrolet,111,"57,196",crash,0,16,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
29,4,62,   Brendan Gaughan ,South Point Hotel & Casino   (Richard Childress),Chevrolet,110,"56,196",crash,0,15,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
30,17,14,   Cale Conley ,TriStar Motorsports   (Mark Smith),Toyota,110,"56,271",crash,0,14,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
31,39,1,   Landon Cassill ,Flex Seal   (Johnny Davis),Chevrolet,108,"55,796",running,0,13,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
32,26,52,   Joey Gase ,ASC Agri Supply / TransLife   (Jimmy Means),Chevrolet,107,"55,701",running,0,12,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
33,29,25,   John Wes Townley ,Zaxby's   (Tony Townley),Chevrolet,106,"55,651",running,0,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
34,2,29,   Justin Marks ,American Born Moonshine   (Robby Benton),Toyota,93,"55,846",crash,0,10,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
35,12,7,   Regan Smith ,Hellmann's / Kroger   (JR Motorsports),Chevrolet,93,"55,430",crash,15,10,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
36,3,84,   Chad Boat ,Billy Boat Perf. Exhaust / CorvetteParts.net   (Billy Boat),Chevrolet,92,"51,856",crash,0,0,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
37,22,10,"   Scott Lagasse, Jr. ",Alert Today Fla. / Boy Scouts of America   (Mark Smith),Toyota,92,"50,706",crash,0,7,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
38,16,39,   Ryan Sieg ,Uncle Bob's Self Storage   (Rod Sieg),Chevrolet,92,"49,706",crash,0,6,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
39,36,18,   Daniel Suarez ,Arris   (Joe Gibbs),Toyota,91,"48,706",crash,0,5,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
40,30,92,   Dexter Bean ,King Autosport   (Mario Gosselin),Chevrolet,5,"41,500",fuel pump,0,4,2015_Alert_Today_Florida_300,2015-02-21,2015,Daytona International Speedway,120,2.5,4,17,2.016388888888889,148.781,190.251,0.08900000000000001,24,
1,8,88,   Kevin Harvick ,Bad Boy Buggies   (JR Motorsports),Chevrolet,163,"54,649",running,101,0,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
2,1,22,   Joey Logano ,Discount Tire   (Roger Penske),Ford,163,"46,130",running,59,0,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
3,17,3,   Ty Dillon ,WESCO   (Richard Childress),Chevrolet,163,"35,313",running,0,41,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
4,18,60,   Chris Buescher ,Fastenal   (Jack Roush),Ford,163,"28,507",running,0,40,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
5,9,9,   Chase Elliott ,NAPA Auto Parts   (JR Motorsports),Chevrolet,163,"31,022",running,0,39,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
6,11,33,   Paul Menard ,Richmond / Menards   (Richard Childress),Chevrolet,163,"21,195",running,0,0,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
7,2,2,   Brian Scott ,Shore Lodge   (Richard Childress),Chevrolet,163,"26,872",running,0,37,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
8,5,20,   Matt Kenseth ,Reser's Fine Foods   (Joe Gibbs),Toyota,163,"20,450",running,3,0,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
9,3,7,   Regan Smith ,TaxSlayer.com   (JR Motorsports),Chevrolet,163,"25,547",running,0,35,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
10,4,42,   Kyle Larson ,"ENEOS   (Harry Scott, Jr.)",Chevrolet,163,"19,714",running,0,0,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
11,23,6,   Bubba Wallace ,Ford EcoBoost   (Jack Roush),Ford,162,"24,956",running,0,33,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
12,6,62,   Brendan Gaughan ,South Point Hotel & Casino   (Richard Childress),Chevrolet,162,"23,853",running,0,32,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
13,12,54,   Erik Jones ,Monster Energy   (Joe Gibbs),Toyota,161,"22,868",running,0,0,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
14,21,18,   Daniel Suarez ,Arris   (Joe Gibbs),Toyota,161,"22,310",running,0,30,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
15,10,98,"   Sam Hornish, Jr. ",DenBeste Water Solutions / Carroll Shelby Co.   (Fred Biagi),Ford,161,"22,533",running,0,0,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
16,19,16,   Ryan Reed ,Lilly Diabetes / ADA Drive to Stop Diabetes   (Jack Roush),Ford,161,"22,258",running,0,28,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
17,27,1,   Landon Cassill ,Flex Seal   (Johnny Davis),Chevrolet,161,"21,982",running,0,27,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
18,14,1,   Elliott Sadler ,OneMain Financial   (Jack Roush),Ford,160,"21,881",running,0,26,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
19,15,28,   J.J. Yeley ,Texas 28 Spirits Stage   (James Whitener),Toyota,160,"21,804",running,0,25,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
20,20,43,   Dakoda Armstrong ,WinField   (Richard Petty Motorsports),Ford,160,"22,203",running,0,24,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
21,22,51,   Jeremy Clements ,AllSouthElectric.com / BRT Extrusions   (Jeremy Clements),Chevrolet,160,"21,627",running,0,23,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
22,25,8,   Blake Koch ,Celsius Negative Calorie Cola   (Mark Smith),Toyota,160,"21,546",running,0,22,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
23,7,39,   Ryan Sieg ,Uncle Bob's Self Storage   (Rod Sieg),Chevrolet,159,"21,470",running,0,21,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
24,26,4,   Ross Chastain ,Flex Shot   (Johnny Davis),Chevrolet,159,"21,369",running,0,20,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
25,16,19,   Mike Bliss ,Holiday Inn Club Vacations   (Mark Smith),Toyota,159,"21,469",running,0,19,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
26,30,44,   David Starr ,Zachry   (Mark Smith),Toyota,159,"21,268",running,0,18,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
27,13,25,   John Wes Townley ,Zaxby's   (Tony Townley),Chevrolet,156,"15,216",running,0,0,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
28,29,24,   Eric McClure ,Hefty   (James Whitener),Toyota,156,"21,141",running,0,16,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
29,37,15,   Chris Cockrum ,Advanced Communications Group   (Rick Ware),Chevrolet,156,"21,091",running,0,15,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
30,31,52,   Joey Gase ,LifeLink / DB Sales   (Jimmy Means),Chevrolet,155,"21,289",running,0,14,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
31,36,13,   Cody Ware ,Braille Battery / Grafoid   (Derek White),Dodge,153,"20,934",running,0,0,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
32,34,55,   Jeffrey Earnhardt ,Fronius USA / Viva Auto Group   (Jimmy Dick),Chevrolet,144,"20,872",running,0,12,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
33,28,90,   Jimmy Weller III ,Geneva-Liberty Steel / Engine Parts Plus   (Bobby Dotter),Chevrolet,140,"20,807",running,0,11,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
34,35,0,   Harrison Rhodes ,Chick-fil-A   (Johnny Davis),Chevrolet,130,"20,771",running,0,10,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
35,24,14,   Cale Conley ,TriStar Motorsports   (Mark Smith),Toyota,128,"20,723",engine,0,9,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
36,33,70,   Derrike Cope ,Wade Tractor Equip. / New Holland Agriculture   (Derrike Cope),Chevrolet,128,"19,260",running,0,8,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
37,38,74,   Mike Harmon ,Mike Harmon Racing   (Mike Harmon),Dodge,92,"18,260",front hub,0,7,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
38,32,97,   Josh Reaume ,Obaika Racing   (Victor Obaika),Chevrolet,28,"11,260",electrical,0,6,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
39,39,40,   Carl Long ,Thee Dixon Tribute / Graffoid   (Derek White),Toyota,19,"10,260",vibration,0,5,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
40,40,89,   Morgan Shepherd ,Racing With Jesus / Courtney Construction   (Morgan Shepherd),Chevrolet,2,"9,260",suspension,0,4,2015_Hisense_250,2015-02-28,2015,Atlanta Motor Speedway,163,1.54,3,12,1.6755555555555557,149.813,184.162,1.207,4,
1,1,33,   Austin Dillon ,Rheem   (Richard Childress),Chevrolet,200,"100,011",running,183,0,2015_Boyd_Gaming_300,2015-03-07,2015,Las Vegas Motor Speedway,200,1.5,6,34,2.3805555555555555,126.021,184.332,0.664,13,
2,4,22,   Ryan Blaney ,Discount Tire   (Roger Penske),Ford,200,"71,438",running,2,43,2015_Boyd_Gaming_300,2015-03-07,2015,Las Vegas Motor Speedway,200,1.5,6,34,2.3805555555555555,126.021,184.332,0.664,13,
3,7,7,   Regan Smith ,Great Clips   (JR Motorsports),Chevrolet,200,"55,573",running,0,41,2015_Boyd_Gaming_300,2015-03-07,2015,Las Vegas Motor Speedway,200,1.5,6,34,2.3805555555555555,126.021,184.332,0.664,13,
4,11,54,   Denny Hamlin ,Monster Energy   (Joe Gibbs),Toyota,200,"40,351",running,1,0,2015_Boyd_Gaming_300,2015-03-07,2015,Las Vegas Motor Speedway,200,1.5,6,34,2.3805555555555555,126.021,184.332,0.664,13,
